:START_ID,:END_ID
1,093416a64166b16d74ea1f65d68a9a43
1,7612c3293e4ae4cab755c9dbfd80f8e7
1,5c9815f07ba2bbc7dc99510b530c92d0
1,167ec074e50b66c0e8cf59fb71f10c5e
23,efb87c87002d741a55e40240bae48ef4
23,a90adb06a73d316af3719d5c0fe3b51d
23,53cb400c15ac0121c87366327618690b
31,5f4a0f29ec8964955c2a8137a56f45e9
38,c2564bca116f04d1fa530d516ba7432e
38,4297f641b0204a64a71763d66ec4f645
38,c2cd51f3720d4698899431f4da2437f0
38,f32b628588741bcb1ff7ad80ba136a09
38,70fa91bd64b9ddcf79b6a1aa61a6d870
50,81ab4fd377258ae3c2041db7d1feef65
50,444dd89ad184ab4d29d0175f7da9e778
62,f8aa59c4a170e8a90ae832b173b2b2d9
62,fdeaeeda58e82b6bf3599394aaf62390
70,777da615f49c3f93f2cc229664d0a567
70,99d02031f5456321f7a261c6a9947d34
70,02d554a5258f9c6d63fa6cd8c94dacd2
70,ebda3d08f5af78fd6c9ea36d003d9b6c
70,02863898376b6f659f56f7ad4de318db
82,f8dac0578210cc341b5668cfec4dc3bd
82,39e69744e0551b271989f0e566492f43
82,d7c109d990d736abce19ba0f5dbc33fd
82,b4ed4cc7c87c0f2673e90ec50c0c58c8
119,a848f3b9808ad7d62d1ea96b9c52bc02
119,64a6a0ee164205a417ce4216d7e34413
119,6c11eca6b681fe0953961f1f9fde710d
119,f12208a2b56d9f2839531907d9236108
129,a98dcde7d5838c585345a204c4990caa
151,31be3ce005eb1bb40002737dc7fb0643
151,73d44dcaa0b2392f6d930be026d2f152
151,b579458fe9a1a044fe913b15c08214dc
166,ced28d1b5acd45a799e901744c4852b1
166,91cbc1aeaccd625987f3eaa1df73222f
166,2e9f535af7b5470b7e34f1ce78981391
166,702b58daa52d27c51dccade506cc0047
183,1c18d802fb2cc199c15f66a22497343e
183,ccc2674e1d40db11ccbe7c95c2b1cf88
196,3d482d4d614983aff70f8798410ffe15
196,ec9a80611b8e2d046abdaaa579c22123
196,230515830465396a7aa9ee3b258bad94
196,7a5eae709378c9c86e9aca93819f3178
212,60687c4519e38c5bf7fd5233fea76a41
212,4e09d5a71d46d61de3d4c9c5aedb73f2
212,8441645e7e9aaf5e7f62d2943fb7d147
233,8ac13b90b98463d05912cae5b1f672d2
233,a85deb11865e1f25f068979c29bb1c98
267,26c165f348e3fb7cb62aa072f2725f4f
267,630e92c6485a2c601637c97205cdf6f6
288,0ac6b6fc3751d4ed4338591bb827569b
288,21cc4b21742056da80296746f80a35be
288,73b25ff0805ec7370a1dc5ef31bb663c
288,ce1c069f127b393aaf3340c1acd9b315
308,b51748fe49e6c54e947f2446ed4a1e68
308,a289dc7712189b88179e8366ecbaac4f
323,617814dd9f7704bf3daf93194c86825c
323,3e976fa9b716ecf1d19f52e6d2670b49
342,4942e0a9c0527dc00319a39fc8f103e6
342,da93de7abe7dfe15dbcf5cd627177c7b
342,4129dc59831ac9dfd9fba0bf89c2be26
354,a81f2838e4d5992729f28863ea015872
354,308970aeaa0fada023f8525912968b56
354,c20e48cbdc40970ca8550f0269240fbb
372,1062ba72cbbf60554c6adeda3550e567
372,53010f3134e34313fb68f9dd840fe0c6
372,54df4fd03e20e2dafcf93c5303c5d8e8
372,e2b204e3063705163a9a110a280c5bb2
372,e484c2117381b7a28ac341437cad2de6
394,0c7b66e83e1358cd343a3da95620d7ba
394,76363e85ecbe81c16ec337e67b2f1772
394,daf6e660c584ec1a7ae44d178c2404d8
407,0dedda7ff26f22ec7dff2dc7712d9532
407,6c647015fc38549940ade2dcd4d4070c
407,72918272fae8c1b80e0de7bad3256952
407,f8d85dcd42cb5986563dc4264ef5b227
426,1ea80e15c78991a875651b462b69e39f
426,d1194e005ba3e64b3b509ccc370ef8a6
426,da803ebdf3b6f79f4643c5d47e237227
426,5998281deecec20d8723c022aff0dec3
426,99261d2352d67d0d3eb8c1bf205198c2
440,7331fd58e899a38591067d4014ab2580
440,dbede05ed160ca424c256d485e716e5e
465,154f48d0124c2b05c845c05f3dabbf5d
465,a63eecfbb02004863fa1f29a0b8105fc
465,12001ac42e9d5ee061c6874ae799c775
465,18c0f3f739a6472b94d9c21be26b0847
477,7ae2fc22ea2ec49ec148ec25ffbab3eb
477,302df24e823ea5733a30314cd8ca8a00
477,31fc2c64251093385566350324501a87
489,17b6f2ab671fb42bf7b26fa0a0f7364e
503,d71a6f68c180d59d28e52fdd02420f47
503,edf8f9fc898746f1a188812c159fc6d5
503,4290fbceffb11317167349a8a8b371d9
503,5d799f8729e8607f5e93f841dd180025
503,b5472d53502e9cc56e55a0eeaad201b7
510,87501d7aeffcb3e8233f0c55342dbc7e
510,36b1d402772b2221230e3e5dd5f66c88
510,314fc30799240ce903fdd94e06df4003
510,5ee41231d33a0a0bdc630ebe17008488
522,f65cf1894ffd296403e982f1f8e077ee
522,a1b0b8ecfe04eb3f68b189e3b22313f0
522,21b3498a8a7aac47890fd61baf497fc8
522,d04e5ccf1f01467642f6388de8a7c107
528,69b37053aa95b8c4c72eace9a0c717f6
528,6e34e4421f70ed365f2cd9abe85d2832
528,b7fc9acbc9ddd18855f96863d37a4fe9
528,c1b645cc8ec6b9fe58f47fe590cd4e03
545,872504998907f7dede810428c2e504d9
545,3921eab43006990a40aea7a79d81b416
551,49ccf89b2951771fba035aa52bae1338
551,967d91e162afb44a67c0281f71766e4d
556,5cbac910098bdf2138e000fcabe736f2
556,cd80110439e39a5389c9bff5feb718a3
556,da5cd0bac37633b1f7575d50f65e11a4
556,2b7e8938337697afb2ec5918f4e77da0
561,36b1d402772b2221230e3e5dd5f66c88
561,d38e87d44581c75a9d3e19dd065fd397
561,aefde3ea5e7e1244ff473b53095bf1af
568,efe7bc85550ac7d50f54f487978d611e
568,8d838cbdaf455c4805c6dadbe95b1bb0
575,d084ebfdd61a98960b4e4b728bfea559
575,adbef1501b687c5b95e7af7f7e1d4ab4
575,4461d7cd8e3c7ebff3f571ecb9b4b2df
575,843865cb5930b5c67ed40f7d510281d6
601,cf9db6acbde85de3eb13f801facda801
601,b416f497d3b0a550067af45de2f35c96
625,f63d516761cafff079061640612dceba
625,dbbeeacfd4cda51c9ce42e314b896e91
625,bb47847f92dacc18f97c1d33572289d0
625,996e41c2e1b0442bb7c48582fb9c8ae4
625,e639de909c3a061cfb718c0f79f3004a
639,9a06cca555cff27709a697df5a6ab0e1
639,840d4e6180dcf0471b20bbd2ec9cd0c5
639,597c23ef9811fbea5522cfeadfbd129d
653,07c849397414bb12bcc7f8110901c0ea
653,b7e24a98c04c40909c273c3209b366ab
653,0efe0ca9b05d223cb7373d47e525d7e4
680,2ceb2d87255820d363a85e78d39c30a1
720,f3e5c91cd6d1d6042f9179d12a223c59
720,e5005b4a2d809bbb2f5944a8fa1ba0db
720,7c677203b58adaf761b7826cab69d2c0
720,f7d1585c19d71d10e9872055361d5ff0
720,352d0d8200bcda354fadd1c049b43965
737,9ce52df304f70520bac492bb2f919272
737,d01403ca5884c3c054a8b7a6067a35c7
737,f4aba5b829873b61e09971608b89a5ba
749,bc5c52ffdb37bd6e367eeae8109ca34a
779,7ffa15f02724bcd799ca7d2ffb673a79
779,d89057221e8110ed1c3f937061e840e7
779,28b09e2863f47b2c8c059e73ed184c06
795,7b0505aa3fee790771cae09d5312a517
795,fc804ea32fad78184a868682ce2f4c57
795,9c72c8cf45ec9823cbca992cd34677e5
795,eff607ce599e3838eb6c59924ef228c6
808,0d6c3228f2a49c6a6bd63813ae5f3593
808,1b76f89252dbaf33f89b4654d37743fa
808,7620ca50c83565b06b752bad4cb20e8d
